,Brand,Model,Processor,Ram,OS,Storage,OrginalPrice,Discount,Price,Rating
436,['Lenovo'],Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) 81WB011NIN Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],,['256 GB SSD'],"₹49,990",16% off,"₹41,990",
437,['ASUS'],ASUS VivoBook Ultra Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB702TS Thin a...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹67,551",5% off,"₹63,990",4.1
438,['ASUS'],ASUS ZenBook 13 (2021) OLED Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG722TS Thin...,['Intel Core i7 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,22,990",24% off,"₹92,690",
439,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
440,['Lenovo'],Lenovo ThinkBook 13s Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Li...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,20,708",46% off,"₹64,990",4.1
441,['acer'],acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['2 TB SSD'],"₹1,60,190",,"₹1,59,990",3.8
442,['Lenovo'],Lenovo V145-AMD-A6 APU Dual Core A6 6th Gen - (4 GB/1 TB HDD/DOS) 81MT Laptop,['AMD APU Dual Core A6 Processor'],['4 GB DDR RAM'],['64 bit DOS Operating System'],['1 TB HDD'],"₹30,750",18% off,"₹25,000",3.6
443,['MSI'],MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,39,990",14% off,"₹1,19,990",4.6
444,['HP'],HP 12b Celeron Dual Core - (4 GB/Chrome OS) 12b-ca0010TU Chromebook,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],['64 bit Chrome Operating System'],,,,"₹38,513",3.7
445,['Lenovo'],Lenovo Ideapad 5 Pro Ryzen 7 Octa Core 5800U - (16 GB/512 GB SSD/Windows 11 Home) 14ACN6 Thin and Ligh...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹1,08,590",32% off,"₹73,499",
446,['HP'],HP HP Envy Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba1501TX Thin and Li...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹99,203",24% off,"₹75,190",4.1
447,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
448,['Lenovo'],Lenovo X390 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) X390 Business Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,20,000",5% off,"₹1,13,590",
449,['HP'],HP Pavilion Laptop 15-eg Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15-eg0103...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹79,888",8% off,"₹72,990",4.4
450,['ASUS'],ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB531WS Thi...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹80,990",19% off,"₹64,990",
451,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
452,['ASUS'],ASUS Zenbook 13 (2021) OLED Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG512TS Thin...,['Intel Core i5 Processor'],['16 GB LPDDR4X RAM'],,['512 GB SSD'],"₹1,04,990",19% off,"₹84,890",4.8
453,['Lenovo'],Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹93,690",29% off,"₹65,990",4.1
454,['ASUS'],"ASUS ROG Strix G15 Ryzen 9 Octa Core AMD Ryzen™ 9 5900H Processor 3.0 GHz (16M Cache, up to 4.6 GHz) 5...",['AMD Ryzen 9 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,62,990",19% off,"₹1,30,990",
455,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
456,['acer'],acer Aspire 5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G Thin and Light ...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹62,549",,"₹61,990",4.1
457,['acer'],acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹62,511",4% off,"₹59,999",4.1
458,['Lenovo'],Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Yoga 6 Thin and Light Lapto...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹1,04,890",29% off,"₹74,399",
459,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
460,['DELL'],DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) 3511 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹58,493",17% off,"₹47,990",
461,['Lenovo'],Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lap...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['512 GB HDD', '512 GB SSD']",,,"₹1,55,411",
462,['MSI'],MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060)...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,89,990",2% off,"₹1,84,790",4.8
463,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
464,['DELL'],DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light L...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],"['1 TB HDD', '256 GB SSD']","₹56,743",22% off,"₹44,090",
465,['Lenovo'],Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 15ITL05 Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹89,990",26% off,"₹65,990",
466,['Lenovo'],Lenovo Core i5 11th Gen - (4 GB/512 GB SSD/Windows 10) 82H700J7IN Laptop,['Intel Core i5 Processor'],['4 GB DDR4 RAM'],,['512 GB SSD'],"₹72,690",20% off,"₹57,990",
467,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
468,['HP'],HP Pavilion Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE0205AU Thin and Light La...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹92,295",20% off,"₹73,190",
469,['DELL'],DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹43,239",,"₹42,990",4.2
470,['ASUS'],ASUS ROG Zephyrus G14 Ryzen 9 Octa Core 4900HS - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDI...,['AMD Ryzen 9 Octa Core Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,32,990",16% off,"₹1,10,990",4.6
471,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
472,['ASUS'],ASUS ExpertBook P1 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹70,990",13% off,"₹61,190",
473,['ASUS'],ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,['AMD Ryzen 7 Octa Core Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,62,990",38% off,"₹99,990",4.5
474,['ALIENWARE'],ALIENWARE Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m15...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹2,76,120",31% off,"₹1,89,990",
475,['HP'],HP Pavilion x360 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1010TU Thin and Light Lapt...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹86,538",14% off,"₹74,190",3.8
476,['ASUS'],ASUS ZenBook 14 Ryzen 5 Hexa Core AMD Ryzen™ 5 5500U Processor 5th Gen - (8 GB/512 GB SSD/Windows 10 H...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹86,990",12% off,"₹76,300",
477,['MSI'],MSI Prestige 14 Evo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-625IN Th...,['Intel Core i7 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹99,240",9% off,"₹89,990",
478,['HP'],HP HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dv0055TU Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹72,536",7% off,"₹66,990",4.5
479,['ASUS'],ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,['Intel Core i7 Processor'],['16 GB LPDDR3 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,72,990",10% off,"₹1,54,990",5
480,['ASUS'],ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹56,990",21% off,"₹44,990",
481,['ASUS'],ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 ...,['AMD Ryzen 9 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['1 TB SSD'],"₹1,62,990",21% off,"₹1,27,990",
482,['MSI'],MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,62,990",26% off,"₹1,19,990",4.3
483,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
484,['Vaio'],Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,['AMD Ryzen 7 Quad Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹76,090",30% off,"₹52,990",3.8
485,['DELL'],DELL XPS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) XPS 13 9305 Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,15,729",,"₹1,14,890",
486,['HP'],HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,,['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '128 GB SSD']",,,"₹1,02,551",
487,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
488,['HP'],HP Spectre x360 14 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 14-ea0077TU 2 in 1 Laptop,['Intel Core i7 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,98,825",11% off,"₹1,74,999",
489,['ASUS'],ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,['Intel Core i7 Processor'],['16 GB LPDDR3 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹2,02,990",17% off,"₹1,67,990",
490,['HP'],HP HP Spectre Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-ea0538TU Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,38,166",14% off,"₹1,17,999",
491,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
492,['ASUS'],ASUS Zephyrus G14 Ryzen 5 Hexa Core AMD Ryzen™ 5 4600H 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Grap...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,54,990",47% off,"₹81,990",
493,['MSI'],MSI Prestige 14 Evo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-624IN Th...,['Intel Core i5 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹95,990",10% off,"₹85,590",
494,['HP'],HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,97,862",13% off,"₹1,71,990",
495,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
496,['acer'],acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR3 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹82,799",,"₹81,998",4
497,['Lenovo'],Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹48,200",14% off,"₹40,990",4.3
498,['ASUS'],ASUS Vivobook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X515EA-BQ312TS Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹50,990",18% off,"₹41,499",4.4
499,['ASUS'],ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/256 GB SSD/Windows 10 Home) M415DA-EK322T...,['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹49,999",26% off,"₹36,849",4.4
500,['DELL'],DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],"['1 TB HDD', '256 GB SSD']","₹57,858",23% off,"₹44,290",
501,['acer'],acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR3 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹87,999",26% off,"₹64,990",3.8
502,['DELL'],DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Lapt...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹94,658",25% off,"₹70,890",
503,['HP'],HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw0204TU 2 in 1 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,22,803",6% off,"₹1,14,990",4.4
504,['Lenovo'],Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light ...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,78,999",4% off,"₹1,70,999",
505,['ASUS'],ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,37,990",23% off,"₹1,06,000",
506,['acer'],acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,19,999",17% off,"₹99,500",
507,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
508,['Lenovo'],Lenovo Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/3 GB Graphics/NVIDIA GeForce GTX 1050) L340-15...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹69,890",22% off,"₹54,090",4.1
509,['HP'],HP Spectre x360 14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop,['Intel Core i5 Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,55,436",13% off,"₹1,34,890",
510,['Lenovo'],Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,53,490",23% off,"₹1,17,990",4.7
511,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
512,['ALIENWARE'],ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹2,23,322",10% off,"₹1,99,990",4.9
513,['DELL'],DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,['Intel Evo platform feat 11th Gen Intel Core i5 processorIntel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,55,720",10% off,"₹1,39,990",
514,['acer'],acer Travelmate Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹60,000",23% off,"₹45,990",4.2
515,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
516,['HP'],HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) 250 G8 Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],,['512 GB SSD'],"₹56,700",1% off,"₹55,990",
517,['MICROSOFT'],MICROSOFT Surface Laptop 2 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 1769 2 in 1 Laptop,['Intel Core i5 Processor'],['8 GB DDR3 RAM'],['64 bit Windows 10 Operating System'],['128 GB SSD'],,,"₹91,999",4.5
518,['ASUS'],ASUS ZenBook Flip 3 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX362FA-EL701T 2 in 1 Laptop,['Intel Core i7 Processor'],['8 GB LPDDR3 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹85,031",,"₹84,890",3.7
519,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
520,['HP'],HP 14a Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na0002TU Chromebook,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],['64 bit Chrome Operating System'],,"₹31,496",9% off,"₹28,390",3.5
521,['ASUS'],ASUS Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen™ 9 5900HS 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB...,['AMD Ryzen 9 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,55,990",18% off,"₹1,26,990",
522,['MSI'],MSI GF63 Thin Core i5 9th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 T...,,['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹67,990",9% off,"₹61,689",4.2
523,['Lenovo'],Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹76,915",9% off,"₹69,990",4.7
524,['ASUS'],ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 10 Home) E210MA-GJ011T Thin and L...,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],,,"₹25,990",11% off,"₹22,990",3.8
525,['ASUS'],ASUS Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) UM325SA-KG502TS Thin and Light Lapto...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹96,990",15% off,"₹82,000",
